,count,mean,std,min,25%,50%,75%,max,Variância,Assimetria,Curtose,Primeiro valor,Último valor,Variação (%),Retorno médio diário (%),Volatilidade diária (%),Valores_Faltantes,Percentual_Faltantes
Close,2558.0,5.170157701937842,1.469250768259949,2.510057225,3.8778458424999998,5.3146132385,6.44484953225,7.616440655,2.1586978200324505,-0.12940743182262454,-1.2656032149920253,2.510057225,7.35,192.8220092671393,0.04634433310783971,0.9291761827656836,0,0.0
