Date,Close,Retorno
11/08/2017,"3,821661706","0,00"
14/08/2017,"3,817781846","-0,10"
15/08/2017,"3,813514","-0,11"
16/08/2017,"3,821661706","0,21"
17/08/2017,"3,821661706","0,00"
18/08/2017,"3,876755712","1,44"
21/08/2017,"3,87597974","-0,02"
22/08/2017,"3,876755712","0,02"
23/08/2017,"3,870159951","-0,17"
24/08/2017,"3,841061004","-0,75"
25/08/2017,"3,870935922","0,78"
28/08/2017,"3,860460302","-0,27"
29/08/2017,"3,87209988","0,30"
30/08/2017,"3,871711894","-0,01"
31/08/2017,"3,861236273","-0,27"
01/09/2017,"3,861236273","0,00"
04/09/2017,"3,886639144","0,66"
05/09/2017,"3,841695604","-1,16"
06/09/2017,"3,876868809","0,92"
07/09/2017,-,-
08/09/2017,"3,888593211","0,30"
11/09/2017,"3,894455411","0,15"
12/09/2017,"3,899535985","0,13"
13/09/2017,"3,899535985","0,00"
14/09/2017,"3,896409478","-0,08"
15/09/2017,"3,888593211","-0,20"
18/09/2017,"3,896409478","0,20"
19/09/2017,"3,888593211","-0,20"
20/09/2017,"3,896409478","0,20"
21/09/2017,"3,899535985","0,08"
22/09/2017,"3,888593211","-0,28"
25/09/2017,"3,874914742","-0,35"
26/09/2017,"3,880776943","0,15"
27/09/2017,"3,880776943","0,00"
28/09/2017,"3,872960675","-0,20"
29/09/2017,"3,869443355","-0,09"
02/10/2017,"3,916684498","1,22"
03/10/2017,"3,899362746","-0,44"
04/10/2017,"3,917078175","0,45"
05/10/2017,"3,897394365","-0,50"
06/10/2017,"3,915109794","0,45"
09/10/2017,"3,913141413","-0,05"
10/10/2017,"3,92692008","0,35"
11/10/2017,"3,897394365","-0,75"
12/10/2017,-,-
13/10/2017,"3,897394365","0,00"
16/10/2017,"3,897394365","0,00"
17/10/2017,"3,897394365","0,00"
18/10/2017,"3,897394365","0,00"
19/10/2017,"3,897394365","0,00"
20/10/2017,"3,885584079","-0,30"
23/10/2017,"3,88755246","0,05"
24/10/2017,"3,897394365","0,25"
25/10/2017,"3,897000689","-0,01"
26/10/2017,"3,897394365","0,01"
27/10/2017,"3,897000689","-0,01"
30/10/2017,"3,897000689","0,00"
31/10/2017,"3,897394365","0,01"
01/11/2017,"3,895410958","-0,05"
02/11/2017,-,-
03/11/2017,"3,901361178","0,15"
06/11/2017,"3,921195246","0,51"
07/11/2017,"3,897394365","-0,61"
08/11/2017,"3,914451663","0,44"
09/11/2017,"3,923178653","0,22"
10/11/2017,"3,903344585","-0,51"
13/11/2017,"3,922781972","0,50"
14/11/2017,"3,923178653","0,01"
15/11/2017,-,-
16/11/2017,"3,891840826","-0,80"
17/11/2017,"3,921988609","0,77"
20/11/2017,-,-
21/11/2017,"3,923178653","0,03"
22/11/2017,"3,922781972","-0,01"
23/11/2017,"3,923178653","0,01"
24/11/2017,"3,920798565","-0,06"
27/11/2017,"3,912468256","-0,21"
28/11/2017,"3,912864938","0,01"
29/11/2017,"3,914054982","0,03"
30/11/2017,"3,923178653","0,23"
01/12/2017,"3,961190073","0,97"
04/12/2017,"3,941184063","-0,51"
05/12/2017,"3,957989111","0,43"
06/12/2017,"3,941184063","-0,42"
07/12/2017,"3,949186467","0,20"
08/12/2017,"3,958789352","0,24"
11/12/2017,"3,941184063","-0,44"
12/12/2017,"3,961190073","0,51"
13/12/2017,"3,960389833","-0,02"
14/12/2017,"3,949186467","-0,28"
15/12/2017,"3,949186467","0,00"
18/12/2017,"3,945985505","-0,08"
19/12/2017,"3,959589592","0,34"
20/12/2017,"3,959589592","0,00"
21/12/2017,"3,961190073","0,04"
22/12/2017,"3,960789953","-0,01"
25/12/2017,-,-
26/12/2017,"3,949186467","-0,29"
27/12/2017,"3,949186467","0,00"
28/12/2017,"3,960389833","0,28"
29/12/2017,-,-
01/01/2018,-,-
02/01/2018,"3,976108864","0,40"
03/01/2018,"3,972481395","-0,09"
04/01/2018,"3,982154645","0,24"
05/01/2018,"3,974093604","-0,20"
08/01/2018,"3,974093604","0,00"
09/01/2018,"3,974093604","0,00"
10/01/2018,"3,970063083","-0,10"
11/01/2018,"3,974093604","0,10"
