Price,Close,High,Low,Open,Volume
Ticker,CPTS11.SA,CPTS11.SA,CPTS11.SA,CPTS11.SA,CPTS11.SA
Date,,,,,
2015-09-02,0.0007934802561067045,0.0007934802561067046,0.0007934802561067046,0.0007934802561067046,12950
2015-09-03,0.0008004744886420667,0.0008004744886420668,0.0008004744886420668,0.0008004744886420668,150
2015-09-11,0.0007927024271339178,0.0007927024271339178,0.0007771592568206415,0.0007772370041713728,860
2015-09-14,0.0007959665963426232,0.0007960443437045444,0.0007771593686740626,0.0007927025412244052,34850
2015-09-15,0.0007962001254782081,0.0007965887142326966,0.0007961224521967463,0.0007965887142326966,10340
2015-09-16,0.0007969771977514029,0.0007969771977514029,0.0007969771977514029,0.0007969771977514029,490
2015-09-17,0.00079658831236884,0.00079658831236884,0.0007965105650108738,0.0007965105650108738,32120
2015-09-21,0.0007980653899721801,0.0007981431373760046,0.0007771597875369551,0.0007771597875369551,7090
2015-09-22,0.0007983759860508144,0.0007983759860508144,0.0007983759860508144,0.0007983759860508144,90
2015-09-29,0.0008004744886420667,0.0008004744886420668,0.0008003967412486683,0.0008003967412486683,6780
2015-10-05,0.0008151627844199538,0.0008151627844199538,0.0008151627844199538,0.0008151627844199538,20
2015-10-07,0.0007771597593091428,0.0007771597593091428,0.0007771597593091428,0.0007771597593091428,5420
2015-10-09,0.000795733998529613,0.000795733998529613,0.000795733998529613,0.000795733998529613,450
2015-10-15,0.0007944905664771795,0.0007944905664771796,0.0007942574724534918,0.0007942574724534918,10720
2015-10-16,0.0007944905664771795,0.0007944905664771796,0.0007944905664771796,0.0007944905664771796,6220
2015-10-20,0.0007944905664771795,0.0007944905664771796,0.0007944905664771796,0.0007944905664771796,570
2015-10-21,0.0007944905664771795,0.0007944905664771796,0.0007944905664771796,0.0007944905664771796,5450
2015-10-23,0.0007944905664771795,0.0007944905664771796,0.0007944905664771796,0.0007944905664771796,350
2015-10-27,0.0007944905664771795,0.0007944905664771796,0.0007944905664771796,0.0007944905664771796,9710
2015-10-30,0.0007944905664771795,0.0007944905664771796,0.0007944905664771796,0.0007944905664771796,3360
2015-11-03,0.0008990080677904189,0.0008990080677904189,0.0008963665396932697,0.0008990080677904189,5160
2015-11-04,0.0008963661966845393,0.0008963661966845393,0.0008963661966845393,0.0008963661966845393,1450
2015-11-05,0.0008963661966845393,0.0008963661966845393,0.0008963661966845393,0.0008963661966845393,50
2015-11-06,0.0008954854565672576,0.0008954854565672576,0.0008954854565672576,0.0008954854565672576,7020
2015-11-09,0.0008954854565672576,0.0008954854565672576,0.0008954854565672576,0.0008954854565672576,80
2015-11-11,0.0008954854565672576,0.0008954854565672576,0.0008954854565672576,0.0008954854565672576,15440
2015-11-12,0.0008805167162790895,0.0008805167162790895,0.0008629063987480312,0.0008629063987480312,70
2015-11-16,0.0008954854565672576,0.0008954854565672576,0.0008954854565672576,0.0008954854565672576,12900
2015-11-17,0.0008954854565672576,0.0008954854565672576,0.0008954854565672576,0.0008954854565672576,780
2015-11-18,0.0008954854565672576,0.0008954854565672576,0.0008954854565672576,0.0008954854565672576,2400
2015-11-19,0.0008954854565672576,0.0008954854565672576,0.0008954854565672576,0.0008954854565672576,500
2015-11-23,0.0008954854565672576,0.0008954854565672576,0.0008954854565672576,0.0008954854565672576,4090
2015-11-24,0.0008954854565672576,0.0008954854565672576,0.0008954854565672576,0.0008954854565672576,2990
2015-11-26,0.0008963661966845393,0.0008963661966845393,0.0008954856596648863,0.0008954856596648863,1520
2015-11-30,0.0009095738641917706,0.0009095738641917706,0.0009095738641917706,0.0009095738641917706,30270
2015-12-01,0.0010141798993572593,0.0010161723447832409,0.0010141798993572593,0.0010161723447832409,49630
2015-12-02,0.0010141798993572593,0.0010141798993572593,0.0009962474154756396,0.0010141798993572593,15180
2015-12-04,0.0010141798993572593,0.0010141798993572593,0.0010141798993572593,0.0010141798993572593,6700
2015-12-07,0.0010181646794080734,0.0010181646794080734,0.0010181646794080734,0.0010181646794080734,5510
2015-12-10,0.0010196588700637221,0.001026134529402654,0.0010196588700637221,0.001026134529402654,750
2015-12-14,0.0010206555016338825,0.0010226480421394674,0.0010206555016338825,0.0010226480421394674,11250
2015-12-15,0.0009983399650081992,0.0010206559146494262,0.0009983399650081992,0.0010206559146494262,550
2015-12-16,0.001005213474854827,0.0010206552803875633,0.001005213474854827,0.0010206552803875633,3170
2015-12-17,0.0009464352624490857,0.0009961479796347184,0.0009464352624490858,0.0009961479796347184,720
2015-12-18,0.0010036196326836944,0.001003719202694837,0.0010036196326836944,0.001003719202694837,760
2015-12-28,0.0010062101064249873,0.0010205560770774687,0.0010062101064249873,0.0010205560770774687,790
2015-12-29,0.0010062101064249873,0.0010062101064249873,0.0010062101064249873,0.0010062101064249873,200
2015-12-30,0.0010111912852153182,0.0010111912852153182,0.0010111912852153182,0.0010111912852153182,100
2016-01-05,0.0010736704571172595,0.0010736704571172595,0.0010736704571172595,0.0010736704571172595,40
2016-01-11,0.0011399907525628805,0.0011399907525628805,0.0011399907525628805,0.0011399907525628805,290
2016-01-15,0.0011399907525628805,0.0011399907525628805,0.0011399907525628805,0.0011399907525628805,2130
2016-01-18,0.0011399907525628805,0.0011399907525628805,0.0011399907525628805,0.0011399907525628805,2610
2016-01-19,0.0011399907525628805,0.0011399907525628805,0.0011399907525628805,0.0011399907525628805,210
2016-01-21,0.0011399907525628805,0.0011399907525628805,0.0011399907525628805,0.0011399907525628805,30
2016-01-22,0.0010846295626834035,0.001084742482862028,0.0010846295626834035,0.001084742482862028,33130
2016-01-26,0.0011298225726932287,0.0011396520170078527,0.0011298225726932287,0.0011396520170078527,400
2016-01-27,0.0011398777132853866,0.0011398777132853866,0.0011396517651985098,0.0011396517651985098,340
